state_abr,state,county,man_test,Import_wholecarc_ban,export_wholecarc_ban,bait_ban,import_live_cervid_ban,export_live_cervid_ban,statewide_regs,link
MN,Minnesota,Wabasha,1,1,1,1,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation.Urine based attractants are banned in counties where CWD was found in wild deer. Finished taxidermy mounts are allowd to be transported.",
MN,Minnesota,Wadena,0,1,0,1,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation.Urine based attractants are banned in counties where CWD was found in wild deer. Finished taxidermy mounts are allowd to be transported.",
MN,Minnesota,Waseca,0,1,0,1,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation.Urine based attractants are banned in counties where CWD was found in wild deer. Finished taxidermy mounts are allowd to be transported.",
MN,Minnesota,Washington,1,1,1,1,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation.Urine based attractants are banned in counties where CWD was found in wild deer. Finished taxidermy mounts are allowd to be transported.",
MN,Minnesota,Watonwan,0,1,0,1,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation.Urine based attractants are banned in counties where CWD was found in wild deer. Finished taxidermy mounts are allowd to be transported.",
MN,Minnesota,Wilkin,0,1,0,1,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation.Urine based attractants are banned in counties where CWD was found in wild deer. Finished taxidermy mounts are allowd to be transported.",
MN,Minnesota,Winona,1,1,1,1,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation.Urine based attractants are banned in counties where CWD was found in wild deer. Finished taxidermy mounts are allowd to be transported.",
MN,Minnesota,Wright,0,1,0,1,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation.Urine based attractants are banned in counties where CWD was found in wild deer. Finished taxidermy mounts are allowd to be transported.",
MN,Minnesota,Yesellow Medicine,0,1,0,1,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation.Urine based attractants are banned in counties where CWD was found in wild deer. Finished taxidermy mounts are allowd to be transported.",
TX,Texas,Anderson,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",https://tpwd.texas.gov/huntwild/wild/diseases/cwd/
TX,Texas,Andrews,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",https://tpwd.texas.gov/huntwild/wild/diseases/cwd/plan.phtml
TX,Texas,Angelina,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Aransas,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Archer,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Armstrong,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Atascosa,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Austin,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Bailey,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Bandera,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Bastrop,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Baylor,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Bee,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Bell,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Bexar,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Blanco,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Borden,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Bosque,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Bowie,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Brazoria,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Brazos,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Brewster,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Briscoe,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Brooks,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Brown,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Burleson,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Burnet,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Caldwell,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Calhoun,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Callahan,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Cameron,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Camp,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Carson,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Cass,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Castro,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Chambers,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Cherokee,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Childress,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Clay,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Cochran,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Coke,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Coleman,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Collin,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Collingsworth,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Colorado,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Comal,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Comanche,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Concho,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Cooke,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Coryell,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Cottle,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Crane,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Crockett,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Crosby,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Culberson,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Dallam,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Dallas,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Dawson,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Deaf Smith,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Delta,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Denton,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,DeWitt,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Dickens,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Dimmit,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Donley,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Duval,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Eastland,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Ector,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Edwards,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,El Paso,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Ellis,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Erath,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Falls,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Fannin,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Fayette,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Fisher,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Floyd,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Foard,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Fort Bend,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Franklin,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Freestone,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Frio,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Gaines,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Galveston,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Garza,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Gillespie,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Glasscock,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Goliad,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Gonzales,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Gray,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Grayson,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Gregg,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Grimes,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Guadalupe,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Hale,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Hall,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Hamilton,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Hansford,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Hardeman,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Hardin,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Harris,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Harrison,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Hartley,1,1,1,0,1,1,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
TX,Texas,Haskell,0,1,0,0,1,0,"Skull plates,capes, and teeth must be cleaned before transportation. Meat must be completely deboned before transportation. Urine based attractants are allowed.Skinned or unskinned heads of deer can be transported as long as all brain material and spinal column has been removed and a waiver has been purchased.",
